[3.7848949e-06 9.9999988e-01 1.9902885e-03 0.0000000e+00]
[1.1407882e-02 3.4566945e-01 9.5735657e-01 4.0122867e-04]
[9.9973977e-01 1.0755658e-03 1.0178089e-02 7.7575445e-05]
[9.9420530e-01 2.0036101e-04 7.1549952e-01 9.4771385e-06]
[0.00138748 0.00103465 0.992344   0.50415456]
[1. 0. 0. 0.]
[8.2445145e-04 6.8217546e-01 9.3870503e-01 1.7043948e-04]
[0.75474143 0.15972874 0.15079144 0.0730685 ]
[9.9991256e-01 4.5806170e-05 2.5659800e-05 5.8684945e-03]
[1.0000000e+00 2.3841858e-07 2.9772520e-05 0.0000000e+00]
[0.15570366 0.00943011 0.3800622  0.6531537 ]
[9.9999237e-01 1.0012984e-03 6.1407685e-04 5.1856041e-06]
[1.0000000e+00 1.1920929e-07 7.2102249e-03 0.0000000e+00]
[9.95587707e-01 1.81300342e-02 1.03247315e-01 8.94635916e-04]
[0.00000000e+00 1.05798244e-04 1.00000000e+00 0.00000000e+00]
[1.0000000e+00 1.2546778e-05 2.4139881e-06 0.0000000e+00]
[0.36334157 0.02543536 0.87985766 0.01406786]
[1.0000000e+00 2.4437904e-06 2.9504299e-06 2.0861626e-07]
[9.3119740e-03 3.8817525e-04 9.9974406e-01 4.3046474e-04]
[9.9851537e-01 7.1525574e-07 9.8607028e-01 0.0000000e+00]
[1. 0. 0. 0.]
[0. 1. 0. 0.]
[1.0000000e+00 1.7881393e-07 1.1622906e-06 0.0000000e+00]
[9.6040964e-04 8.1062317e-06 9.9999970e-01 1.7881393e-07]
[8.940697e-08 0.000000e+00 1.000000e+00 0.000000e+00]
[1.5265226e-02 1.4986396e-03 9.9956906e-01 2.5242567e-05]
[4.1961670e-05 1.9176900e-03 9.9999690e-01 3.3676624e-06]
[1. 0. 0. 0.]
[1.4632940e-05 2.9802322e-06 1.0000000e+00 1.1920929e-07]
[9.9999988e-01 4.4703484e-06 5.2630901e-05 1.0520220e-05]
[8.3865821e-03 9.6542209e-01 2.4794197e-01 2.2494793e-04]
[1.8388033e-05 1.5795231e-06 9.9999988e-01 9.3877316e-06]
[0.23803249 0.7326951  0.06537011 0.02408546]
[9.9999690e-01 1.7774105e-04 4.4443011e-03 1.4901161e-07]
[1.0000000e+00 1.1831522e-05 0.0000000e+00 1.4901161e-07]
[4.1517615e-04 9.9994028e-01 6.6996217e-03 6.5565109e-07]
[0.00564021 0.00654033 0.9651034  0.4668738 ]
[0.9999968  0.00430623 0.02065808 0.        ]
[0.15978938 0.6883399  0.24539429 0.02770165]
[0. 0. 1. 0.]
[1.0000000e+00 0.0000000e+00 1.7881393e-07 0.0000000e+00]
[1.000000e+00 0.000000e+00 7.748604e-07 0.000000e+00]
[6.6820383e-03 3.1150579e-03 9.9969065e-01 1.7178059e-04]
[9.43071008e-01 4.99904156e-04 9.11967456e-01 1.11967325e-04]
[9.9994648e-01 2.0177960e-03 2.3846626e-03 2.2950768e-04]
[0.00540578 0.9650646  0.19749448 0.01327938]
[0.12795588 0.07017589 0.20220941 0.75299686]
[3.2883883e-04 1.2651712e-02 9.9958873e-01 5.7479739e-04]
[3.2123744e-02 5.3151071e-02 9.9199146e-01 5.6526065e-04]
[9.9963480e-01 5.1182508e-04 2.0764291e-02 4.3901801e-04]
[5.2154064e-06 1.2308359e-05 1.0000000e+00 1.1920929e-07]
[1.0000000e+00 0.0000000e+00 7.8588724e-05 0.0000000e+00]
[2.3733407e-02 7.9870224e-06 9.9999499e-01 3.5762787e-07]
[9.9607396e-01 3.9696097e-03 3.5069451e-01 2.9176474e-05]
[1.3867825e-02 2.7424097e-04 9.9996269e-01 9.1195107e-06]
[6.377697e-06 8.261150e-01 9.964299e-01 0.000000e+00]
[1.0000000e+00 2.9802322e-07 5.2452087e-06 0.0000000e+00]
[0.00912923 0.00708473 0.9896582  0.07478905]
[9.9993074e-01 3.6394596e-03 4.0946603e-03 1.6817451e-04]
[9.9999791e-01 1.5753508e-04 9.5298886e-04 7.1823597e-06]
[0.24509874 0.01681274 0.38560638 0.46388295]
[8.2259774e-01 5.9604645e-08 9.9994874e-01 0.0000000e+00]
[4.6759844e-04 1.0747704e-01 9.9754310e-01 1.0251999e-04]
[9.9998635e-01 1.9177794e-04 6.2763691e-05 7.2437525e-04]
[5.0816536e-03 9.9589396e-01 9.5244437e-02 5.3167343e-05]
[0.05037373 0.9505882  0.06226751 0.03760153]
[0.03028816 0.0124661  0.99178314 0.00612748]
[9.9999940e-01 2.0265579e-05 1.2508035e-04 5.8710575e-06]
[1.3932586e-04 9.9998617e-01 5.7954192e-03 7.0333481e-06]
[9.9999607e-01 1.0615587e-04 1.6456306e-02 9.2387199e-07]
[1. 0. 0. 0.]
[1.2516975e-06 9.8779833e-01 9.3712634e-01 0.0000000e+00]
[0.9999987  0.00449812 0.         0.        ]
[5.7220459e-06 2.4193525e-04 1.9903779e-03 9.9999756e-01]
[0.0000000e+00 1.0000000e+00 2.6220083e-04 0.0000000e+00]
[0.9973513  0.0775927  0.00986448 0.00173154]
[9.9999809e-01 5.3644180e-07 1.4487761e-01 0.0000000e+00]
[0. 1. 0. 0.]
[1.000000e+00 8.940697e-08 1.437515e-03 0.000000e+00]
[4.83691692e-05 1.02579594e-04 9.99998808e-01 1.09523535e-04]
[9.9845028e-01 2.2619963e-05 9.1172487e-01 0.0000000e+00]
[0.85384893 0.06215149 0.1312994  0.15075079]
[1.8449366e-02 1.4451444e-03 9.9956644e-01 1.7845631e-04]
[7.6819205e-01 7.3894858e-04 9.8879963e-01 4.8279762e-06]
[9.9995792e-01 1.3811886e-03 7.5772405e-04 3.5363436e-04]
[9.9988472e-01 2.1129847e-04 4.7724843e-03 3.5479665e-04]
[1.5621483e-03 9.7991931e-01 3.6918849e-01 9.1999769e-05]
