[4.8881769e-04 4.7547221e-03 9.9982512e-01 1.1241734e-03]
[1. 0. 0. 0.]
[9.8700523e-01 3.3587217e-05 9.0307021e-01 1.0430813e-06]
[0.02163559 0.36415523 0.2015366  0.547674  ]
[3.7406451e-01 8.6849844e-01 1.7315149e-03 3.7628412e-04]
[9.8824501e-04 2.0020008e-03 9.9998367e-01 2.6822090e-06]
[9.99939740e-01 1.08629465e-04 2.12494135e-02 1.19209290e-07]
[2.2649765e-06 1.9639432e-03 9.9999619e-01 8.7618828e-05]
[0.07155025 0.00132707 0.00592625 0.99487543]
[9.9999988e-01 3.4570694e-04 3.1501055e-05 1.8179417e-06]
[1.0000000e+00 0.0000000e+00 7.3611736e-06 0.0000000e+00]
[1.0558963e-04 1.4808774e-04 9.9999833e-01 1.8447638e-05]
[0.         1.         0.02762687 0.        ]
[0. 1. 0. 0.]
[0. 1. 0. 0.]
[4.5322627e-02 7.1294308e-03 9.9885297e-01 3.2022595e-04]
[9.9991477e-01 7.8976154e-06 1.2327886e-01 1.2218952e-06]
[1.2499094e-04 2.4162611e-01 9.9797046e-01 1.0132790e-06]
[0.26957905 0.45508727 0.02114943 0.31084856]
[0. 0. 1. 0.]
[1. 0. 0. 0.]
[1.0000000e+00 0.0000000e+00 2.4467707e-05 0.0000000e+00]
[7.3199213e-01 2.3194641e-02 5.2663684e-04 2.8655779e-01]
[3.4209490e-03 9.9974608e-01 1.2911141e-02 1.7210841e-04]
[9.7197378e-01 7.6627135e-03 7.2872931e-01 1.2201071e-04]
[0.17631462 0.08721337 0.87096643 0.02381498]
[0.99157214 0.03625697 0.02811673 0.00319001]
[1. 0. 0. 0.]
[0.00096294 0.00324026 0.9178796  0.91012466]
[6.720424e-05 6.684066e-01 9.944141e-01 3.784895e-06]
[1.0000000e+00 1.5437603e-05 1.1801720e-05 1.1920929e-07]
[5.5730343e-06 5.9604645e-08 5.7539344e-04 9.9999988e-01]
[1. 0. 0. 0.]
[4.2255640e-02 3.6120415e-05 9.9996233e-01 1.0013580e-05]
[1.0000000e+00 2.2351742e-06 3.3417344e-04 0.0000000e+00]
[0.09086525 0.03566933 0.06565642 0.94763106]
[1. 0. 0. 0.]
[1. 0. 0. 0.]
[0.98721874 0.01562372 0.07580459 0.01454985]
[2.5074184e-03 9.9174464e-01 1.4980456e-01 5.6326389e-06]
[9.9999988e-01 1.6927719e-05 2.3245811e-06 1.2814999e-05]
[0. 1. 0. 0.]
[1.4321357e-02 4.1723251e-07 1.6966462e-04 9.9994320e-01]
[9.9999982e-01 8.1378222e-04 2.8043985e-05 2.0861626e-07]
[1.0668039e-03 1.4118326e-01 9.9767399e-01 5.4538250e-06]
[1.8783510e-03 9.9782634e-01 1.0835162e-01 8.1062317e-06]
[1.0000000e+00 1.1622906e-06 1.6093254e-06 5.9604645e-08]
[0.00803292 0.8261564  0.63869697 0.00281355]
[0.000000e+00 1.000000e+00 4.529953e-06 0.000000e+00]
[0.9992154  0.00172815 0.00836235 0.001194  ]
[0.17931    0.01104391 0.83381045 0.0881747 ]
[1. 0. 0. 0.]
[0.0000000e+00 1.0000000e+00 5.9604645e-08 0.0000000e+00]
[5.9306622e-06 1.0000000e+00 1.4305115e-06 0.0000000e+00]
[0. 1. 0. 0.]
[0.0000000e+00 1.0000000e+00 1.1920929e-07 0.0000000e+00]
[9.9971557e-01 1.0704845e-02 6.3480735e-03 3.4475327e-04]
[9.9999130e-01 9.6976757e-05 9.4708800e-04 1.2278557e-04]
[0.03502983 0.01269251 0.01001334 0.9939126 ]
[7.4995756e-03 2.8206706e-03 9.9990505e-01 1.0222197e-05]
[4.9268603e-03 7.6887089e-01 7.3558426e-01 1.2871623e-04]
[0.9863602  0.08043766 0.03593463 0.00313771]
[1.04010105e-05 1.00000000e+00 9.68575478e-06 0.00000000e+00]
[0.0150362  0.02728793 0.9945471  0.00383011]
[2.2858381e-04 9.9999630e-01 1.4232695e-03 3.0994415e-06]
[0.99547744 0.0036118  0.04051217 0.00374654]
[2.9548705e-03 1.4278293e-04 9.9998033e-01 4.3809414e-05]
[1.0000000e+00 4.7683716e-07 2.6524067e-06 0.0000000e+00]
[1.4603138e-06 5.4836273e-05 1.0000000e+00 8.9406967e-08]
[1.7851591e-05 0.0000000e+00 1.0000000e+00 0.0000000e+00]
[0.52617615 0.01696515 0.30523407 0.27775362]
[9.9999762e-01 6.6322088e-04 3.8260221e-04 5.3048134e-06]
[1. 0. 0. 0.]
[7.6889992e-05 1.1920929e-07 1.0000000e+00 0.0000000e+00]
[3.9800987e-01 9.9362195e-01 6.0439110e-05 5.6624413e-07]
[1.7881393e-07 0.0000000e+00 1.0000000e+00 0.0000000e+00]
[5.066395e-07 7.055104e-04 1.000000e+00 0.000000e+00]
[0.99936193 0.00297144 0.00703873 0.002981  ]
